gene_id	gene_name	description	biotype	logFC	logCPM	LR	PValue	FDR
ENSG00000166923	GREM1	gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:2001]	protein_coding	 2.971e+00	 9.0589125	1.942e+03	 0.000e+00	 0.000e+00
ENSG00000118523	CTGF	connective tissue growth factor [Source:HGNC Symbol;Acc:HGNC:2500]	protein_coding	 2.778e+00	 8.2840492	2.495e+03	 0.000e+00	 0.000e+00
ENSG00000142871	CYR61	cysteine-rich, angiogenic inducer, 61 [Source:HGNC Symbol;Acc:HGNC:2654]	protein_coding	 2.320e+00	 7.8689850	1.649e+03	 0.000e+00	 0.000e+00
ENSG00000137801	THBS1	thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]	protein_coding	 1.726e+00	 9.1743887	1.878e+03	 0.000e+00	 0.000e+00
ENSG00000106366	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 [Source:HGNC Symbol;Acc:HGNC:8583]	protein_coding	 1.597e+00	12.2501954	1.134e+03	1.275e-248	3.331e-245
ENSG00000168477	TNXB	tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976]	protein_coding	-2.074e+00	 6.3997845	1.106e+03	1.587e-242	3.455e-239
ENSG00000122641	INHBA	inhibin, beta A [Source:HGNC Symbol;Acc:HGNC:6066]	protein_coding	 1.715e+00	 5.8683263	9.396e+02	2.448e-206	4.568e-203
ENSG00000185567	AHNAK2	AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125]	protein_coding	-1.414e+00	 6.1638409	9.392e+02	2.966e-206	4.842e-203
ENSG00000073756	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) [Source:HGNC Symbol;Acc:HGNC:9605]	protein_coding	 1.896e+00	 4.7431040	8.866e+02	8.217e-195	1.192e-191
ENSG00000004799	PDK4	pyruvate dehydrogenase kinase, isozyme 4 [Source:HGNC Symbol;Acc:HGNC:8812]	protein_coding	-1.435e+00	 5.9457905	8.581e+02	1.264e-188	1.651e-185
ENSG00000166292	TMEM100	transmembrane protein 100 [Source:HGNC Symbol;Acc:HGNC:25607]	protein_coding	-1.801e+00	 5.2497706	8.549e+02	6.347e-188	7.536e-185
ENSG00000103647	CORO2B	coronin, actin binding protein, 2B [Source:HGNC Symbol;Acc:HGNC:2256]	protein_coding	-1.612e+00	 4.8040452	7.169e+02	6.354e-158	6.915e-155
ENSG00000108691	CCL2	chemokine (C-C motif) ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]	protein_coding	 1.726e+00	 4.1467596	6.906e+02	3.274e-152	3.289e-149
ENSG00000139211	AMIGO2	adhesion molecule with Ig-like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]	protein_coding	 1.550e+00	 4.9707520	6.890e+02	7.520e-152	7.015e-149
ENSG00000115461	IGFBP5	insulin-like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474]	protein_coding	-1.169e+00	 9.3877030	6.728e+02	2.441e-148	2.126e-145
ENSG00000176170	SPHK1	sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]	protein_coding	 1.433e+00	 6.5021175	6.272e+02	2.056e-138	1.678e-135
ENSG00000206538	VGLL3	vestigial-like family member 3 [Source:HGNC Symbol;Acc:HGNC:24327]	protein_coding	 1.180e+00	 6.0778904	6.251e+02	5.901e-138	4.533e-135
ENSG00000176438	SYNE3	spectrin repeat containing, nuclear envelope family member 3 [Source:HGNC Symbol;Acc:HGNC:19861]	protein_coding	-1.380e+00	 5.4150145	6.241e+02	9.671e-138	7.017e-135
ENSG00000162849	KIF26B	kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484]	protein_coding	 1.268e+00	 5.3174636	6.166e+02	4.175e-136	2.870e-133
ENSG00000105825	TFPI2	tissue factor pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11761]	protein_coding	 9.111e-01	10.6362079	5.894e+02	3.305e-130	2.158e-127
ENSG00000138172	CALHM2	calcium homeostasis modulator 2 [Source:HGNC Symbol;Acc:HGNC:23493]	protein_coding	-1.206e+00	 5.1742854	5.835e+02	6.406e-129	3.984e-126
ENSG00000162892	IL24	interleukin 24 [Source:HGNC Symbol;Acc:HGNC:11346]	protein_coding	 4.550e+00	 1.6777142	5.778e+02	1.153e-127	6.843e-125
ENSG00000178860	MSC	musculin [Source:HGNC Symbol;Acc:HGNC:7321]	protein_coding	 1.667e+00	 5.4032203	5.583e+02	1.923e-123	1.092e-120
ENSG00000130702	LAMA5	laminin, alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]	protein_coding	-9.205e-01	 9.0033528	5.569e+02	3.889e-123	2.116e-120
ENSG00000074590	NUAK1	NUAK family, SNF1-like kinase, 1 [Source:HGNC Symbol;Acc:HGNC:14311]	protein_coding	 1.545e+00	 5.0736817	5.538e+02	1.853e-122	9.679e-120
ENSG00000140416	TPM1	tropomyosin 1 (alpha) [Source:HGNC Symbol;Acc:HGNC:12010]	protein_coding	 1.346e+00	 7.7612790	5.517e+02	5.489e-122	2.757e-119
ENSG00000185432	METTL7A	methyltransferase like 7A [Source:HGNC Symbol;Acc:HGNC:24550]	protein_coding	-1.303e+00	 7.2019605	5.450e+02	1.579e-120	7.636e-118
